Reference,Gene,Peptide,Measurement,Culture_Protein,25%,75%,Culture_mRNA ,s.e.m.,Sorted_Progenitor_mRNA,Sorted_Neutrophil_mRNA,neut_dev_mRNA,tp8mer,tp7m8,tp7A1,orf8mer,orf7m8,orf7A1,fp8mer,fp7m8,fp7A1
NM_009549,Zfp185,-,-,-,-,-,0.165 ,0.117 ,-0.111 ,-0.199 ,0.105 ,0,0,0,0,0,0,0,0,0
NM_001033600,Acsl4,6,10,0.229 ,0.108 ,0.262 ,-0.236 ,0.079 ,0.168 ,-0.232 ,0.418 ,0,0,0,1,0,0,0,0,0
NM_173435,4930595m18rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_008621,Mpp1,7,12,0.232 ,-0.070 ,0.322 ,0.190 ,0.042 ,-0.202 ,0.114 ,1.384 ,0,0,0,0,0,0,0,0,0
NM_019680,Elf4,-,-,-,-,-,-0.386 ,0.038 ,-0.018 ,-0.195 ,0.537 ,0,0,0,0,0,0,0,0,0
NM_010788,Mecp2,3,6,0.366 ,0.261 ,0.473 ,0.550 ,0.033 ,-0.172 ,0.367 ,0.375 ,1,2,1,0,0,0,0,0,0
NM_009806,Cask,-,-,-,-,-,0.071 ,0.037 ,-0.013 ,0.106 ,0.896 ,0,0,1,0,0,0,0,0,0
NM_013757,Sytl4,-,-,-,-,-,0.455 ,0.185 ,-0.306 ,0.044 ,-0.255 ,0,0,0,0,1,0,0,0,0
NM_139144,Ogt,20,44,-0.153 ,-0.266 ,-0.041 ,-0.047 ,0.111 ,-0.115 ,0.164 ,1.554 ,0,0,0,0,0,0,0,0,0
NM_031259,Nxf2,-,-,-,-,-,-0.361 ,0.106 ,-0.005 ,-0.072 ,-0.506 ,0,0,0,0,0,0,0,0,0
NM_177747,Zfp711,-,-,-,-,-,0.007 ,0.051 ,0.050 ,0.000 ,-0.243 ,0,0,0,0,0,0,0,0,0
NM_001034059,6330534c20rik,-,-,-,-,-,0.016 ,0.119 ,-0.083 ,0.107 ,0.273 ,0,0,0,0,0,0,0,0,0
NM_198598,Rhox11,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_009651,Akap4,-,-,-,-,-,0.256 ,0.088 ,-0.074 ,0.153 ,0.255 ,0,0,0,0,1,0,0,0,0
NM_001039696,Rhox4f,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_007542,Bgn,-,-,-,-,-,-0.054 ,0.134 ,-0.294 ,-0.156 ,0.111 ,0,0,0,0,0,0,0,0,0
NM_007724,Cnga2,-,-,-,-,-,0.063 ,0.206 ,0.125 ,-0.026 ,0.015 ,0,0,0,0,0,0,0,0,0
NM_008067,Gabra3,-,-,-,-,-,0.033 ,0.081 ,-0.035 ,-0.046 ,0.487 ,0,0,0,0,0,0,0,0,0
NM_133729,2610018g03rik,13,36,0.116 ,0.074 ,0.167 ,0.033 ,0.023 ,0.019 ,0.194 ,-0.700 ,0,0,0,0,0,0,0,0,0
NM_019656,Tspan6,-,-,-,-,-,-0.021 ,0.123 ,-0.044 ,-0.047 ,-0.108 ,0,0,1,0,0,0,0,0,0
NM_026492,Ssxb1,-,-,-,-,-,-0.265 ,0.053 ,0.111 ,0.001 ,0.069 ,0,0,1,0,0,0,0,0,0
NM_001081499,Tbc1d8b,12,20,-0.020 ,-0.057 ,0.064 ,-0.161 ,0.062 ,-0.274 ,-0.095 ,-0.685 ,0,0,0,0,0,2,0,0,0
NM_025763,4933436i01rik,-,-,-,-,-,-0.055 ,0.086 ,-0.078 ,-0.091 ,-0.034 ,0,0,0,0,0,0,0,0,0
NM_021715,Chst7,-,-,-,-,-,-0.004 ,0.227 ,0.185 ,-0.178 ,-0.327 ,0,0,0,0,0,0,0,0,0
NM_001025084,Rhox1,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_001033423,Gm773,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152801,Arhgef6,21,64,0.155 ,0.074 ,0.293 ,0.031 ,0.043 ,-0.107 ,0.100 ,0.251 ,0,0,0,0,0,0,0,0,0
NM_001013760,Eg238829,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,1,0
NM_001081565,Ssxb8,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_019865,Rpl36a,-,-,-,-,-,0.012 ,0.007 ,-0.149 ,0.004 ,-1.235 ,0,0,0,0,0,0,0,0,0
NM_173414,Lancl3,-,-,-,-,-,0.000 ,0.098 ,-0.114 ,-0.107 ,-0.014 ,0,0,0,0,0,0,0,0,0
NM_013563,Il2rg,-,-,-,-,-,-0.312 ,0.130 ,0.185 ,0.000 ,0.308 ,0,0,0,0,0,0,0,0,0
NM_010883,Ndph,-,-,-,-,-,0.011 ,0.014 ,-0.201 ,-0.158 ,0.427 ,0,0,0,0,0,0,0,0,0
NM_009481,Usp9x,81,359,0.162 ,0.087 ,0.241 ,-0.117 ,0.005 ,0.064 ,0.018 ,-0.111 ,0,0,0,0,0,1,0,0,1
NM_183427,Glra2,-,-,-,-,-,0.082 ,0.065 ,-0.123 ,-0.073 ,0.066 ,0,0,0,0,0,1,0,0,0
NM_133211,Tlr7,-,-,-,-,-,-0.009 ,0.110 ,-0.009 ,0.230 ,2.975 ,0,0,0,0,0,0,0,0,0
NM_001081052,Nhs,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001100445,Loc100039065,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_013892,Pcsk1n,-,-,-,-,-,0.124 ,0.182 ,-0.101 ,0.031 ,0.439 ,0,0,0,0,0,0,0,0,0
NM_001033795,Zcchc16,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,2
NM_001004154,Rragb,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001100446,Loc100043216,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_172479,Slc38a5,-,-,-,-,-,0.037 ,0.162 ,0.131 ,-0.224 ,0.001 ,0,0,0,0,0,0,0,0,0
NM_134163,Mbnl3,1,2,-0.821 ,-0.839 ,-0.802 ,-0.024 ,0.037 ,0.167 ,0.039 ,0.426 ,0,0,0,0,0,0,0,0,0
NM_028671,4930432h15rik,-,-,-,-,-,0.166 ,0.024 ,-0.014 ,-0.353 ,0.202 ,0,0,0,0,0,0,0,0,0
NM_025975,Dynlt3,-,-,-,-,-,0.346 ,0.030 ,-0.030 ,0.417 ,-0.157 ,0,0,0,0,0,0,0,0,0
NM_008177,Grpr,-,-,-,-,-,-0.036 ,0.159 ,-0.152 ,-0.038 ,0.218 ,0,0,0,0,0,0,1,0,0
NM_001081136,Dgat2l3,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_009483,Utx,-,-,-,-,-,0.131 ,0.101 ,-0.205 ,0.061 ,0.285 ,0,0,0,0,0,0,0,0,0
NM_001033424,5031408o05rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,2,0,0,0
NM_001033362,Gm614,-,-,-,-,-,-0.223 ,0.123 ,-0.003 ,-0.217 ,0.245 ,0,0,0,0,0,0,0,0,0
NM_029730,Mospd2,8,13,-0.079 ,-0.117 ,0.065 ,-0.319 ,0.109 ,-0.112 ,-0.099 ,1.507 ,0,0,0,0,0,0,0,0,0
NM_001033241,Gm382,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_009592,Abcb7,12,29,0.098 ,-0.029 ,0.303 ,-0.306 ,0.116 ,0.208 ,-0.045 ,-0.381 ,0,0,0,0,0,0,0,0,0
NM_025738,Cypt6,-,-,-,-,-,-0.053 ,0.095 ,-0.362 ,-0.195 ,0.158 ,0,0,0,0,0,0,0,0,0
NM_010572,Irs4,-,-,-,-,-,0.106 ,0.158 ,0.106 ,0.098 ,0.249 ,0,0,0,0,0,1,0,0,0
NM_021389,Sh3kbp1,4,8,0.108 ,-0.127 ,0.214 ,0.016 ,0.052 ,-0.183 ,0.144 ,1.623 ,0,0,0,0,0,1,0,0,0
NM_019942,Sept6,5,10,0.096 ,-0.062 ,0.563 ,0.233 ,0.041 ,0.331 ,0.301 ,-0.656 ,0,0,0,0,0,0,0,0,0
NM_011302,Rs1,-,-,-,-,-,0.046 ,0.141 ,0.040 ,0.225 ,0.459 ,0,1,0,0,0,0,0,0,0
NM_008106,Opn1mw,-,-,-,-,-,0.211 ,0.076 ,0.297 ,-0.191 ,-0.236 ,0,0,0,0,0,0,0,0,0
NM_010839,Mtcp1,-,-,-,-,-,0.106 ,0.047 ,-0.148 ,0.005 ,-0.664 ,0,0,0,0,0,0,0,0,0
NM_007674,Cdx4,-,-,-,-,-,-0.057 ,0.063 ,-0.120 ,-0.110 ,0.085 ,0,0,0,0,0,0,0,0,0
NM_017369,Gabre,-,-,-,-,-,-0.069 ,0.074 ,0.018 ,0.013 ,0.116 ,0,0,0,1,0,0,0,0,0
NM_031379,Tktl1,1,21,0.143 ,0.119 ,0.165 ,-0.041 ,0.173 ,0.077 ,0.003 ,0.144 ,0,0,0,0,0,0,0,0,0
NM_028303,Pdzd11,-,-,-,-,-,0.117 ,0.042 ,-0.018 ,0.064 ,-0.182 ,0,0,0,0,0,0,0,0,0
NM_177748,Kir3dl2,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_001085356,Eg434764,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001033799,4930428d18rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_175446,Zmat1,-,-,-,-,-,0.065 ,0.040 ,-0.380 ,0.381 ,0.838 ,0,0,0,0,0,0,0,0,0
NM_001033234,Gm9,-,-,-,-,-,-0.110 ,0.066 ,0.205 ,-0.042 ,0.078 ,0,0,0,0,0,0,0,0,0
NM_020601,Tbl1x,21,207,0.036 ,-0.014 ,0.160 ,-0.098 ,0.124 ,0.099 ,0.042 ,0.592 ,0,0,0,0,0,0,0,0,0
NM_001102446,Alas2,-,-,-,-,-,-0.160 ,0.089 ,0.004 ,-0.229 ,0.143 ,0,0,0,0,0,0,0,0,0
NM_007868,Dmd,2,2,-0.287 ,-0.558 ,-0.015 ,-0.140 ,0.008 ,0.070 ,0.111 ,-0.313 ,0,0,0,0,0,2,0,0,0
NM_013482,Btk,21,56,-0.017 ,-0.115 ,0.073 ,-0.046 ,0.036 ,-0.055 ,-0.008 ,-0.168 ,0,0,0,0,0,0,0,0,0
NM_001048208,Med14,-,-,-,-,-,-0.350 ,0.079 ,-0.020 ,-0.264 ,-0.575 ,0,0,0,0,0,0,0,0,0
NM_026137,Wdr13,-,-,-,-,-,0.409 ,0.044 ,-0.110 ,0.401 ,0.442 ,1,0,0,0,0,0,0,0,0
NM_001040459,Shroom4,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001037917,Eg622976,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_175771,Tmem47,-,-,-,-,-,0.156 ,0.069 ,-0.119 ,0.088 ,0.071 ,0,0,0,0,0,0,0,0,0
NM_009214,Sms,-,-,-,-,-,0.074 ,0.212 ,-0.978 ,0.244 ,-1.156 ,0,0,0,1,0,0,0,0,0
NM_029836,Tspyl2,-,-,-,-,-,0.018 ,0.109 ,0.169 ,0.031 ,-0.766 ,0,0,0,0,0,2,0,0,0
NM_001024624,Cdkl5,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_007979,F9,-,-,-,-,-,-0.049 ,0.118 ,0.021 ,-0.088 ,0.297 ,0,1,0,0,0,0,0,0,0
NM_013712,Itgb1bp2,-,-,-,-,-,-0.043 ,0.021 ,0.138 ,-0.269 ,-0.863 ,0,0,0,0,0,0,0,0,0
NM_011228,Rab33a,-,-,-,-,-,-0.112 ,0.042 ,-0.191 ,-0.019 ,-0.273 ,0,0,0,0,0,0,0,0,0
NM_007492,Arx,-,-,-,-,-,0.033 ,0.109 ,-0.030 ,0.122 ,0.320 ,0,0,0,0,0,0,0,0,0
NM_025949,Rps6ka6,-,-,-,-,-,0.150 ,0.159 ,-0.029 ,-0.053 ,0.094 ,0,0,1,0,0,0,0,0,0
NM_012060,Bcap31,12,46,-0.044 ,-0.191 ,0.013 ,-0.038 ,0.020 ,-0.031 ,0.012 ,-0.442 ,0,0,0,0,0,0,0,0,0
NM_025937,Nkap,-,-,-,-,-,-0.148 ,0.155 ,0.161 ,-0.038 ,-0.657 ,0,1,0,0,0,0,0,0,0
NM_026239,Tmem35,-,-,-,-,-,0.132 ,0.089 ,-0.112 ,-0.033 ,0.148 ,0,0,0,0,0,0,0,0,0
NM_172307,Mbtps2,-,-,-,-,-,-0.309 ,0.315 ,-1.026 ,-1.033 ,-1.279 ,0,0,0,0,0,0,0,0,0
NM_010417,Heph,-,-,-,-,-,0.146 ,0.235 ,-0.130 ,0.242 ,0.063 ,0,0,0,0,0,1,0,0,0
NM_026333,2010106e10rik,-,-,-,-,-,0.054 ,0.098 ,-0.105 ,-0.157 ,0.457 ,0,0,0,0,0,0,0,0,0
NM_025379,Cox7b,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_023774,4930550l24rik,-,-,-,-,-,0.076 ,0.026 ,0.179 ,-0.163 ,0.201 ,0,0,0,0,0,0,0,0,0
NM_177789,Vsig4,-,-,-,-,-,0.183 ,0.052 ,0.092 ,-0.106 ,0.049 ,0,0,0,0,0,0,0,0,0
NM_130888,Nxf7,-,-,-,-,-,0.082 ,0.121 ,0.225 ,-0.393 ,-0.280 ,0,0,0,0,0,0,0,0,0
NM_153532,Zfp280c,-,-,-,-,-,-0.355 ,0.060 ,0.138 ,-0.209 ,-2.341 ,0,0,0,0,0,0,0,0,0
NM_009749,Bex2,-,-,-,-,-,0.083 ,0.046 ,-0.013 ,-0.139 ,-0.020 ,0,0,0,0,0,0,0,0,0
NM_009457,Uba1,49,628,0.032 ,-0.016 ,0.096 ,-0.113 ,0.024 ,-0.052 ,-0.047 ,-0.257 ,0,0,0,0,0,0,0,0,0
NM_001033330,Frmpd4,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_138604,Otud5,-,-,-,-,-,-0.011 ,0.036 ,0.092 ,0.040 ,0.613 ,0,0,0,0,0,0,0,0,0
NM_030700,Maged2,-,-,-,-,-,0.125 ,0.125 ,-0.095 ,0.225 ,-0.839 ,0,0,0,0,0,0,0,0,0
NM_019435,Ndufb11,5,16,-0.066 ,-0.128 ,0.126 ,0.140 ,0.024 ,-0.090 ,0.111 ,0.217 ,0,0,0,0,0,0,0,0,0
NM_029943,Apex2,-,-,-,-,-,-0.003 ,0.055 ,0.274 ,0.071 ,-0.877 ,0,0,0,0,0,1,0,0,0
NM_001038991,Ids,-,-,-,-,-,0.212 ,0.040 ,0.040 ,0.194 ,1.044 ,0,1,0,0,0,0,0,0,0
NM_026662,Prps2,3,5,0.395 ,-0.063 ,0.587 ,0.304 ,0.107 ,0.408 ,0.578 ,-2.207 ,0,0,1,0,0,0,0,0,0
NM_153073,Gab3,-,-,-,-,-,0.469 ,0.066 ,-0.450 ,0.177 ,2.399 ,0,0,0,0,0,0,0,0,0
NM_001105246,Pcdh19,-,-,-,-,-,-0.300 ,0.080 ,0.252 ,0.013 ,0.172 ,0,0,1,0,0,1,0,0,0
NM_133991,Ftsj1,-,-,-,-,-,-0.056 ,0.021 ,0.109 ,0.031 ,-1.008 ,0,0,0,0,0,0,0,0,0
NM_019634,Tspan7,-,-,-,-,-,0.835 ,0.225 ,-0.152 ,1.203 ,1.683 ,1,0,0,0,1,0,0,0,0
NM_138607,D0hxs9928e,-,-,-,-,-,0.155 ,0.037 ,-0.099 ,0.095 ,-0.093 ,0,0,0,0,0,0,0,0,0
NM_001081008,Taf1,-,-,-,-,-,-0.181 ,0.075 ,-0.046 ,-0.320 ,-0.747 ,0,0,0,1,0,0,0,0,0
NM_015819,Hs6st2,-,-,-,-,-,-0.038 ,0.083 ,0.484 ,0.003 ,-0.825 ,1,0,0,0,0,0,0,0,0
NM_001114179,Mcart6,-,-,-,-,-,0.392 ,0.118 ,0.209 ,0.058 ,0.006 ,0,0,1,0,0,0,0,0,0
NM_013724,Nrk,-,-,-,-,-,0.044 ,0.111 ,-0.011 ,-0.191 ,0.144 ,0,0,0,0,0,1,0,0,0
NM_019989,Sh3bgrl,9,38,0.248 ,0.207 ,0.364 ,0.014 ,0.062 ,-0.038 ,0.126 ,0.089 ,0,0,0,0,0,0,0,0,0
NM_001007580,Gm784,-,-,-,-,-,0.061 ,0.080 ,-0.024 ,-0.224 ,0.165 ,0,0,0,0,0,1,0,0,0
NM_001039689,Rhox4c,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020621,P2ry4,-,-,-,-,-,-0.062 ,0.093 ,0.144 ,-0.001 ,-0.037 ,0,0,0,0,0,0,0,0,0
NM_029199,4930542n07rik,-,-,-,-,-,-0.040 ,0.106 ,-0.285 ,-0.257 ,-0.100 ,0,0,0,0,0,0,0,0,0
NM_011591,Timm17b,3,4,-0.048 ,-0.196 ,0.060 ,0.045 ,0.052 ,-0.090 ,-0.005 ,-0.501 ,0,0,0,0,0,0,0,0,0
NM_001114153,Rhox2g,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_211138,Pcyt1b,-,-,-,-,-,0.108 ,0.050 ,-0.109 ,-0.165 ,0.699 ,0,0,0,0,1,0,0,0,0
NM_173376,Rbmx2,-,-,-,-,-,-0.294 ,0.058 ,-0.054 ,0.011 ,-0.988 ,0,0,0,0,0,0,0,0,0
NM_001110234,Ngfrap1,-,-,-,-,-,0.106 ,0.029 ,0.060 ,0.293 ,-1.974 ,0,0,0,0,0,0,0,0,0
NM_010099,Eda,-,-,-,-,-,0.098 ,0.049 ,0.043 ,-0.068 ,0.117 ,0,0,0,0,0,0,0,0,0
NM_001037863,Atp11c,2,5,-0.140 ,-0.176 ,0.038 ,-0.211 ,0.009 ,0.112 ,0.029 ,0.753 ,0,0,0,0,1,0,0,0,0
NM_028058,Fundc1,-,-,-,-,-,0.288 ,0.018 ,-0.003 ,0.285 ,0.124 ,0,0,0,0,0,0,0,0,0
NM_007515,Slc7a3,-,-,-,-,-,-0.036 ,0.036 ,-0.952 ,0.000 ,-1.112 ,0,0,0,0,0,0,0,0,0
NM_175228,4930578c19rik,-,-,-,-,-,0.006 ,0.115 ,0.041 ,0.029 ,0.001 ,0,0,0,0,0,0,0,0,0
NM_011725,Xlr,-,-,-,-,-,-0.265 ,0.633 ,0.066 ,0.232 ,-0.106 ,0,0,0,0,0,0,0,0,0
NM_029170,4930519f16rik,-,-,-,-,-,0.314 ,0.080 ,0.053 ,0.037 ,0.297 ,0,0,0,0,0,0,0,0,0
NM_181548,Eras,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_177749,Kir3dl1,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_008089,Gata1,-,-,-,-,-,0.104 ,0.200 ,-0.114 ,-0.233 ,-0.803 ,0,0,0,0,0,0,0,0,0
NM_001114157,Rhox3h,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_008323,Idh3g,8,19,-0.111 ,-0.165 ,0.018 ,-0.011 ,0.011 ,0.000 ,0.142 ,-0.865 ,0,0,0,0,0,0,0,0,0
NM_009766,Brs3,-,-,-,-,-,0.090 ,0.104 ,0.236 ,0.088 ,0.166 ,0,0,0,0,0,0,0,0,0
NM_175027,Fancb,-,-,-,-,-,-0.166 ,0.093 ,-0.115 ,-0.069 ,-1.491 ,0,0,0,0,0,0,0,0,0
NM_173021,Phka1,-,-,-,-,-,-0.224 ,0.081 ,0.138 ,-0.227 ,-1.018 ,1,0,0,0,0,0,0,0,0
NM_001033328,Bc023829,-,-,-,-,-,-0.114 ,0.036 ,0.008 ,0.219 ,-0.522 ,0,0,0,0,0,0,0,0,0
NM_008312,Htr2c,-,-,-,-,-,0.007 ,0.158 ,-0.281 ,0.059 ,0.564 ,0,0,0,1,0,0,0,0,0
NM_001081135,Prrg3,-,-,-,-,-,0.010 ,0.074 ,0.020 ,-0.143 ,0.034 ,0,1,0,0,0,0,0,0,0
NM_028375,Cxx1c,-,-,-,-,-,0.187 ,0.145 ,0.028 ,-0.003 ,-0.203 ,0,1,0,0,0,0,0,0,0
NM_025932,Syap1,4,5,0.198 ,0.037 ,0.506 ,0.005 ,0.047 ,-0.127 ,-0.019 ,1.284 ,0,0,0,0,0,0,0,0,0
NM_178739,Wdr40b,-,-,-,-,-,-0.007 ,0.053 ,-0.097 ,-0.005 ,-0.106 ,0,0,0,0,0,0,0,0,0
NM_133197,Mcf2,-,-,-,-,-,0.213 ,0.144 ,-0.125 ,0.145 ,0.423 ,0,0,0,0,0,0,0,0,0
NM_172478,Tbc1d25,-,-,-,-,-,0.147 ,0.056 ,0.001 ,0.158 ,0.376 ,0,0,0,0,0,0,0,0,0
NM_008062,G6pdx,38,669,0.379 ,0.263 ,0.470 ,0.077 ,0.013 ,-0.104 ,0.088 ,1.819 ,0,0,0,1,0,0,0,0,0
NM_001034103,Eg546347,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_019768,Morf4l2,-,-,-,-,-,-0.333 ,0.030 ,0.048 ,-0.116 ,-1.538 ,0,0,0,0,0,0,0,0,0
NM_016675,Cldn2,-,-,-,-,-,0.111 ,0.150 ,0.093 ,-0.101 ,0.275 ,0,0,0,0,0,0,0,0,0
NM_019496,Ammecr1,-,-,-,-,-,-0.219 ,0.232 ,-0.188 ,-0.113 ,0.194 ,0,0,0,0,0,0,0,0,0
NM_031388,Usp26,-,-,-,-,-,0.273 ,0.055 ,-0.170 ,0.073 ,0.310 ,0,0,0,0,0,0,0,0,0
NM_013463,Gla,5,11,-0.001 ,-0.064 ,0.050 ,-0.204 ,0.178 ,-0.273 ,-0.191 ,0.404 ,0,0,0,0,0,0,0,0,0
NM_031494,Zfp275,-,-,-,-,-,0.033 ,0.061 ,-0.069 ,0.117 ,0.774 ,1,0,0,0,0,0,0,0,0
NM_011768,Zfx,-,-,-,-,-,-0.108 ,0.100 ,-0.160 ,-0.057 ,-0.368 ,0,0,1,0,0,0,0,0,0
NM_207670,Gripap1,-,-,-,-,-,-0.113 ,0.029 ,-0.128 ,-0.023 ,1.326 ,0,0,0,0,0,0,0,0,0
NM_172372,Wdr45,-,-,-,-,-,0.288 ,0.021 ,-0.195 ,0.185 ,0.707 ,0,0,0,0,0,0,0,0,0
NM_001083895,Srpx2,-,-,-,-,-,-0.172 ,0.131 ,-0.024 ,0.083 ,0.143 ,0,0,0,0,0,0,0,0,0
NM_023270,Rnf128,-,-,-,-,-,-0.364 ,0.260 ,-0.059 ,-0.234 ,0.820 ,0,0,0,0,0,0,0,0,0
NM_178794,Zrsr2,-,-,-,-,-,-0.250 ,0.062 ,0.113 ,-0.021 ,-0.289 ,0,0,0,0,0,0,0,0,0
NM_023132,Renbp,4,7,0.111 ,-0.048 ,0.239 ,0.307 ,0.052 ,-0.141 ,0.259 ,0.299 ,0,0,0,0,0,0,0,0,0
NM_010078,Drp2,-,-,-,-,-,-0.085 ,0.048 ,-0.195 ,-0.204 ,0.084 ,0,2,0,0,0,0,0,0,0
NM_001085511,4932429p05rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_023122,Gpm6b,-,-,-,-,-,-0.045 ,0.164 ,-0.235 ,-0.064 ,0.044 ,0,1,0,0,0,0,0,0,0
NM_199064,Ssxb10,-,-,-,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_025473,1810037c20rik,-,-,-,-,-,0.237 ,0.060 ,0.109 ,-0.012 ,0.016 ,0,0,0,0,0,0,0,0,0
NM_019405,Cetn2,-,-,-,-,-,-0.037 ,0.081 ,-0.042 ,-0.220 ,-0.738 ,0,0,0,0,0,0,0,0,0
NM_009440,Tsx,-,-,-,-,-,0.182 ,0.018 ,-0.128 ,-0.184 ,0.258 ,0,0,0,0,0,0,0,0,0
NM_173783,Mageb18,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001079513,Zbtb33,-,-,-,-,-,-0.513 ,0.068 ,0.134 ,0.037 ,0.654 ,0,0,0,0,0,0,0,0,0
NM_172931,B230358a15rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_177201,Phf8,-,-,-,-,-,-0.056 ,0.099 ,-0.016 ,0.387 ,0.897 ,0,0,0,0,0,0,0,0,0
NM_021463,Prps1,9,21,0.094 ,-0.038 ,0.164 ,-0.291 ,0.056 ,0.272 ,0.031 ,-2.758 ,0,0,0,0,0,0,0,0,0
NM_001034864,Eg236749,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_016979,Prkx,-,-,-,-,-,0.349 ,0.018 ,0.152 ,0.243 ,1.073 ,0,0,0,1,0,0,0,0,0
NM_026134,Cylc1,-,-,-,-,-,-0.011 ,0.162 ,-0.070 ,0.096 ,0.232 ,0,0,0,0,0,0,0,0,0
NM_001034856,4930430d24rik,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_030106,1700129i15rik,-,-,-,-,-,0.101 ,0.088 ,-0.155 ,-0.086 ,0.243 ,0,0,0,0,0,0,0,0,0
NM_177591,Igsf1,-,-,-,-,-,0.041 ,0.219 ,0.071 ,-0.163 ,0.153 ,0,0,0,1,0,2,0,0,0
NM_001005475,Iqsec2,-,-,-,-,-,0.132 ,0.208 ,-0.119 ,-0.370 ,0.313 ,0,0,0,0,0,0,0,0,0
NM_028554,1700072e05rik,-,-,-,-,-,-0.123 ,0.038 ,0.007 ,0.023 ,-0.005 ,0,0,0,0,0,0,0,0,0
NM_001100616,Vmn2r121,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_027952,1700008i05rik,-,-,-,-,-,-0.612 ,0.432 ,-0.387 ,-0.550 ,1.464 ,0,0,0,0,0,0,0,0,0
NM_013476,Ar,-,-,-,-,-,0.067 ,0.119 ,-0.002 ,-0.164 ,0.163 ,0,0,0,0,0,0,0,0,0
NM_199018,Stard8,-,-,-,-,-,0.112 ,0.067 ,-0.476 ,0.157 ,1.237 ,0,0,0,0,0,1,0,0,0
NM_175271,Gpr23,-,-,-,-,-,0.258 ,0.088 ,-0.011 ,-0.195 ,-0.071 ,0,0,0,0,0,0,0,0,0
NM_026902,Mcts1,-,-,-,-,-,0.123 ,0.003 ,0.149 ,0.073 ,-0.537 ,0,0,0,0,0,0,0,0,0
NM_007709,Cited1,-,-,-,-,-,-0.016 ,0.104 ,0.005 ,0.086 ,0.239 ,0,0,0,0,0,0,0,0,0
NM_029536,Gpr165,-,-,-,-,-,0.139 ,0.027 ,-0.017 ,0.152 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_145924,Cenpi,-,-,-,-,-,-0.007 ,0.071 ,0.044 ,-0.163 ,-1.185 ,0,0,0,0,0,0,0,0,0
NM_001033472,A830080d01rik,-,-,-,-,-,-0.034 ,0.043 ,-0.071 ,0.155 ,-0.680 ,0,0,0,0,0,0,0,0,0
NM_001029978,Tceal3,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020020,Magea8,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001081356,2610030h06rik,2,4,0.045 ,0.005 ,0.091 ,-0.114 ,0.020 ,0.025 ,-0.001 ,-0.920 ,0,0,0,0,0,0,0,0,0
