Protein IDs,Protein Names,Gene Names,Protein Descriptions,Uniprot,Uniprot Name,"Peptides 
sequenced",PEP,"miR-34 
seeds","miR-34a and ca
*strand seeds","miR-34c and ac
*strand seeds","Ratio H/M 
Count
miR-34a","Ratio H/M 
Count
miR-34a
Replicate1","Ratio H/M 
Count
miR-34a
Replicate2","Ratio H/M 
Count
miR-34c","Ratio H/M 
Count
miR-34c
Replicate1","Ratio H/M 
Count
miR-34ac","Ratio H/M 
Count
miR-34ca","Ratio H/M 
Normalized
miR-34a","Ratio H/M 
Normalized
miR-34a
Replicate1","Ratio H/M 
Normalized
miR-34a
Replicate2","Ratio H/M 
Normalized
miR-34c","Ratio H/M 
Normalized
miR-34c
Replicate1","Ratio H/M 
Normalized
miR-34ac","Ratio H/M 
Normalized
miR-34ca","Log2 Ratio H/M
Normalized
miR-34a","Log2 Ratio H/M
Normalized
miR-34a
Replicate1","Log2 Ratio H/M
Normalized
miR-34a
Replicate2","Log2 Ratio H/M
Normalized
miR-34c","Log2 Ratio H/M
Normalized
miR-34c
Replicate1","Log2 Ratio H/M
Normalized
miR-34ac","Log2 Ratio H/M
Normalized
miR-34ca"
IPI:IPI00909247.1,"cDNA FLJ51655, highly similar to Actin-like protein 2",,"cDNA FLJ51655, highly similar to Actin-like protein 2",B4DWQ5,B4DWQ5_HUMAN,18,0,NA,NA,NA,0,3,0,0,2,3,4,NA,1.0169,NA,NA,1.0211,1.1151,1.1395,NA,-0.024177814,NA,NA,-0.030124161,-0.157173094,-0.188400925
IPI:IPI00909344.1,"cDNA FLJ51330, highly similar to Far upstream element-binding protein 2",,"cDNA FLJ51330, highly similar to Far upstream element-binding protein 2",B4DV73,B4DV73_HUMAN,30,0,NA,NA,NA,1,0,0,2,0,0,0,NA,NA,NA,0.97093,NA,NA,NA,NA,NA,NA,0.042560808,NA,NA,NA
IPI:IPI00909466.2,"cDNA FLJ55127, highly similar to Heterogeneous nuclear ribonucleoprotein L",,"cDNA FLJ55127, highly similar to Heterogeneous nuclear ribonucleoprotein L",B4DPK8;B4DVF8,B4DPK8_HUMAN,8,1.40E-120,NA,NA,NA,0,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,0.85176,NA,NA,NA,NA,NA,NA,0.231481115
IPI:IPI00909475.1,"cDNA FLJ50350, highly similar to Phosphoenolpyruvate carboxykinase, cytosolic (GTP) (EC 4.1.1.32)",,"cDNA FLJ50350, highly similar to Phosphoenolpyruvate carboxykinase, cytosolic",B4E1E8,B4E1E8_HUMAN,4,3.30E-110,NA,NA,NA,2,0,0,1,0,0,1,1.1993,NA,NA,NA,NA,NA,NA,-0.262192588,NA,NA,NA,NA,NA,NA
IPI:IPI00909575.1;REV_IPI:IPI00922674.1,"cDNA FLJ51806, highly similar to Homo sapiens proline-, glutamic acid-, leucine-rich protein 1 (PELP1), mRNA",,"cDNA FLJ51806, highly similar to Homo sapiens proline-, glutamic acid-, leucine-rich protein 1 (PELP1), mRNA",B4DEX7,B4DEX7_HUMAN,22,0,NA,NA,NA,3,0,1,2,1,0,0,0.86818,NA,NA,1.2158,NA,NA,NA,0.203933907,NA,NA,-0.281905924,NA,NA,NA
IPI:IPI00909642.1;IPI:IPI00927825.1,Filamin A,FLNA,Filamin A,B2ZZ80;B4E2F9;Q86TQ3,B2ZZ80_HUMAN,221,0,NA,NA,NA,9,6,3,3,2,1,4,1.0037,1.445,1.5364,1.018,1.3957,NA,1.2496,-0.005328121,-0.531069493,-0.619553869,-0.025737561,-0.480988873,NA,-0.321466359
IPI:IPI00909703.2;IPI:IPI00414320.2;IPI:IPI00552303.3;IPI:IPI00647738.1,"cDNA FLJ51518, highly similar to Annexin A11;Annexin A11;Annexin-11;Annexin XI;Calcyclin-associated annexin 50;56 kDa autoantigen",ANXA11;ANX11,"cDNA FLJ51518, highly similar to Annexin A11;cDNA FLJ55482, highly similar to Annexin A11",B4DPJ2;P50995;B4DVE7;B7Z6L0;Q59EP1;Q5T0G8;Q6ICS0,B4DPJ2_HUMAN;ANX11_HUMAN,27,0,1,0,0,38,52,11,21,12,17,47,0.88782,0.88394,0.90057,0.84832,0.88654,0.94347,0.98717,0.171660886,0.177979649,0.151089676,0.23731952,0.173742369,0.08395145,0.018629543
IPI:IPI00909909.1,"cDNA FLJ58440, highly similar to Ankyrin repeat and FYVE domain-containing protein 1",,"cDNA FLJ58440, highly similar to Ankyrin repeat and FYVE domain-containing protein 1",B4DZ21,B4DZ21_HUMAN,10,3.26E-202,NA,NA,NA,2,0,1,0,1,0,0,0.87257,NA,NA,NA,NA,NA,NA,0.196657222,NA,NA,NA,NA,NA,NA
IPI:IPI00910072.1;IPI:IPI00020124.1,"cDNA FLJ56960, highly similar to Homo sapiens phosphatidylinositol 4-kinase type II (PI4KII), mRNA;Phosphatidylinositol 4-kinase type 2-alpha;Phosphatidylinositol 4-kinase type II-alpha",PI4K2A,"cDNA FLJ56960, highly similar to Homo sapiens phosphatidylinositol 4-kinase type II (PI4KII), mRNA;Phosphatidylinositol 4-kinase type 2-alpha",B4DEP8;Q9BTU6,B4DEP8_HUMAN;P4K2A_HUMAN,6,9.51E-29,0,4,0,3,0,0,6,0,0,0,1.2039,NA,NA,0.82809,NA,NA,NA,-0.267715562,NA,NA,0.272140521,NA,NA,NA
IPI:IPI00910311.1,"cDNA FLJ55367, highly similar to Rattus norvegicus SDA1 domain containing 1 (Sdad1), mRNA",,"cDNA FLJ55367, highly similar to Rattus norvegicus SDA1 domain containing 1 (Sdad1), mRNA",B4DT66,B4DT66_HUMAN,20,6.84E-178,NA,NA,NA,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0.9879,NA,NA,NA,NA,NA,NA,0.017563082
IPI:IPI00910377.1,"cDNA FLJ60465, highly similar to Homo sapiens mitochondrial GTPase 1 homolog (MTG1), mRNA",,"cDNA FLJ60465, highly similar to Homo sapiens mitochondrial GTPase 1 homolog (MTG1), mRNA",B4DF93,B4DF93_HUMAN,5,2.13E-87,NA,NA,NA,0,1,0,3,0,0,1,NA,NA,NA,0.74739,NA,NA,NA,NA,NA,NA,0.420066834,NA,NA,NA
IPI:IPI00910550.2,BRCA1-A complex subunit MERIT40;Mediator of RAP80 interactions and targeting subunit of 40 kDa;New component of the BRCA1-A complex,MERIT40;C19orf62;NBA1;HSPC142,Isoform 2 of BRCA1-A complex subunit MERIT40,Q9NWV8-2;Q9NWV8,MRI40_HUMAN,3,0.00023431,NA,NA,NA,2,0,0,2,0,0,0,0.34841,NA,NA,0.94658,NA,NA,NA,1.521142062,NA,NA,0.079203655,NA,NA,NA
IPI:IPI00910712.1,"cDNA FLJ57036, highly similar to Homo sapiens tropomyosin 2 (beta) (TPM2), transcript variant 2, mRNA",,"cDNA FLJ57036, highly similar to Homo sapiens tropomyosin 2 (beta) (TPM2), transcript variant 2, mRNA",B4E3P1,B4E3P1_HUMAN,25,0,NA,NA,NA,3,3,0,2,0,0,0,1.015,1.1694,NA,0.88482,NA,NA,NA,-0.021479727,-0.225768496,NA,0.176544099,NA,NA,NA
IPI:IPI00910838.1;IPI:IPI00291893.4;IPI:IPI00749447.2,"cDNA FLJ57531, highly similar to DCN1-like protein 1;DCN1-like protein 1;Defective in cullin neddylation protein 1-like protein 1;DCUN1 domain-containing protein 1;Squamous cell carcinoma-related oncogene",DCUN1D1;DCUN1L1;RP42;SCCRO,"cDNA FLJ57531, highly similar to DCN1-like protein 1;DCN1-like protein 1;23 kDa protein",B4DM76;Q96GG9;B2RB37,B4DM76_HUMAN;DCNL1_HUMAN,12,8.75E-167,0,0,0,15,0,1,23,6,4,11,0.75544,NA,NA,0.78391,0.80589,0.89926,0.89132,0.404610919,NA,NA,0.351240066,0.311345163,0.153189797,0.165984617
IPI:IPI00910979.1,Pyruvate kinase,,Pyruvate kinase,B4DUU6,B4DUU6_HUMAN,83,0,NA,NA,NA,129,92,32,107,29,76,192,1.0953,0.94215,1.0806,1.1115,1.0103,1.0562,1.0419,-0.131326075,0.085971325,-0.111832587,-0.152507948,-0.014783753,-0.078883047,-0.059216817
IPI:IPI00911038.1,"cDNA FLJ50838, highly similar to Apoptotic chromatin condensation inducer in thenucleus",,"cDNA FLJ50838, highly similar to Apoptotic chromatin condensation inducer in thenucleus (Fragment)",B4DQZ7,B4DQZ7_HUMAN,43,0,NA,NA,NA,4,4,1,2,2,0,1,0.75342,0.84942,NA,0.98248,0.89229,NA,NA,0.408473764,0.235450017,NA,0.025500056,0.164415423,NA,NA
IPI:IPI00911039.1,"cDNA FLJ38698 fis, clone KIDNE2002015, highly similar to HEAT SHOCK 70 kDa PROTEIN 1",HSPA1A;DAAP-21F2.8-002;DADB-333F21.4-002;DAQB-147D11.2-002;XXbac-BCX40G17.4-002;XXbac-BPG254B15.2-002,"cDNA FLJ54408, highly similar to Heat shock 70 kDa protein 1",B3KTT5;B4DFN9;B4DVU9;B4E388;B4E3B6;Q5SP16,B3KTT5_HUMAN,71,0,NA,NA,NA,13,19,10,4,5,1,2,1.4299,1.105,1.3267,1.2017,0.83491,NA,1.1387,-0.515914256,-0.14404637,-0.407842178,-0.265076777,0.260307406,NA,-0.187387707
IPI:IPI00911046.1;IPI:IPI00292827.3;IPI:IPI00844141.1;IPI:IPI00182383.7;IPI:IPI00760722.1;IPI:IPI00386250.6,"cDNA FLJ54528, highly similar to Serine/threonine-protein kinase MST4 (EC 2.7.11.1);cDNA, FLJ79036, highly similar to Serine/threonine-protein kinase MST4 (EC 2.7.11.1);Serine/threonine-protein kinase MST4;Mammalian STE20-like protein kinase 4;STE20-like kinase MST4;Serine/threonine-protein kinase MASK;Mst3 and SOK1-related kinase;cDNA FLJ90669 fis, clone PLACE1005519, moderately similar to Homo sapiens STE20-like kinase 3 (mst-3) mRNA;Serine/threonine protein kinase MST4a;Mst3 and SOK1-related kinase, isoform CRA_b;cDNA FLJ90626 fis, clone PLACE1003135, weakly similar to SPORULATION-SPECIFIC PROTEIN 1 (EC 2.7.1.-)",MST4;MASK;RP6-213H19.1;hCG_1783468,"cDNA, FLJ79036, highly similar to Serine/threonine-protein kinase MST4;Serine/threonine-protein kinase MST4;cDNA FLJ90669 fis, clone PLACE1005519, moderately similar to Homo sapiens STE20-like kinase 3 (mst-3) mRNA;serine/threonine protein kinase MST4 isof",B4E0Y9;Q9P289;B2RAU2;Q499L9;Q8NBY1;Q9BXC3;Q8NC04;Q96SR7;Q9NWX4,B4E0Y9_HUMAN;MST4_HUMAN;Q8NBY1_HUMAN;Q9BXC3_HUMAN;Q8NC04_HUMAN,22,0,0,0,1,28,26,7,19,6,3,18,0.9116,1.0461,0.97935,1.1218,1.2596,0.89384,1.0462,0.13352717,-0.06502077,0.030103553,-0.165815488,-0.332965663,0.161911487,-0.065158675
IPI:IPI00913873.1;IPI:IPI00027034.1;IPI:IPI00913859.1;IPI:IPI00644124.1;IPI:IPI00644693.1,Protein SGT1;Protein ecdysoneless homolog;Suppressor of GCR2,ECD;SGT1,suppressor of S. cerevisiae gcr2 isoform 2;Protein SGT1;suppressor of S. cerevisiae gcr2 isoform 3,O95905;B3KMT5;Q6I9U8,SGT1_HUMAN,19,0,0,0,0,24,9,3,6,1,2,6,0.95515,1.2251,1.0145,0.92397,NA,1.053,1.1105,0.066200778,-0.292899515,-0.020768865,0.114082085,NA,-0.074505436,-0.151209393
IPI:IPI00913924.1;IPI:IPI00152871.1,Leucine-rich repeat-containing protein 15,LRRC15;LIB,leucine rich repeat containing 15 isoform a;Leucine-rich repeat-containing protein 15,Q8TF66;B3KWI4;Q495Q6,LRC15_HUMAN,7,7.44E-21,0,1,2,4,0,0,0,0,0,1,1.1806,NA,NA,NA,NA,NA,NA,-0.239520247,NA,NA,NA,NA,NA,NA
IPI:IPI00914847.2;IPI:IPI00917728.2;IPI:IPI00303335.2;IPI:IPI00743654.3;IPI:IPI00917120.1;IPI:IPI00873952.1;IPI:IPI00889170.1,Putative uncharacterized protein NEB;Nebulin,NEB,nebulin isoform 1;nebulin isoform 2;Nebulin,A8MTT4;A8MXK8;Q14215;P20929;B7Z6N8;B7Z6P9;Q05C45;Q14214;Q6PJ54;Q7Z2R0;Q9Y5Z1,A8MTT4_HUMAN;NEBU_HUMAN,14,6.35E-08,0,0,1,12,7,0,3,2,1,1,1.2278,1.0108,NA,0.98152,0.44303,NA,NA,-0.296075575,-0.015497569,NA,0.02691043,1.1745237,NA,NA
IPI:IPI00914930.1;IPI:IPI00876989.1;IPI:IPI00002286.7;IPI:IPI00641752.1;IPI:IPI00555890.1;IPI:IPI00412963.1;IPI:IPI00641996.1;IPI:IPI00643585.1,Ankyrin repeat domain-containing protein 11;Ankyrin repeat-containing cofactor 1,ANKRD11;ANCO1,Ankyrin repeat domain-containing protein 11,Q6UB99,ANR11_HUMAN,7,1.13E-12,0,0,0,2,0,0,7,0,0,4,0.89728,NA,NA,0.83911,NA,NA,1.059,0.15636984,NA,NA,0.253068147,NA,NA,-0.082702589
IPI:IPI00914566.2;IPI:IPI00914971.1;IPI:IPI00902799.1,Farnesyl pyrophosphate synthetase;Farnesyl diphosphate synthetase;Dimethylallyltranstransferase;Geranyltranstransferase,FDPS;FPS;KIAA1293,Farnesyl pyrophosphate synthetase;farnesyl diphosphate synthase isoform b,P14324,FPPS_HUMAN,21,0,0,0,0,46,15,11,51,13,55,76,1.3289,1.1798,1.1493,1.2925,1.2247,0.96587,1.0607,-0.410232546,-0.238542314,-0.200755432,-0.370164281,-0.292428393,0.05009907,-0.085016673
IPI:IPI00915022.2;IPI:IPI00158615.8;IPI:IPI00853065.2;IPI:IPI00552909.3;IPI:IPI00894153.1;IPI:IPI00892734.1;IPI:IPI00894279.1;IPI:IPI00894557.1;REV_IPI:IPI00793717.1;REV_IPI:IPI00794421.1;REV_IPI:IPI00025710.1;REV_IPI:IPI00658069.2;REV_IPI:IPI00289348.4;REV_IPI:IPI00658020.1,THO complex subunit 2,THOC2;CXorf3,Isoform 1 of THO complex subunit 2;THO complex subunit 2,Q8NI27-1;Q8NI27;B4DKZ6;Q8NI27-2;B7ZBA1;Q6P441,THOC2_HUMAN,47,0,0,0,0,22,2,18,27,12,10,13,0.80288,0.72521,0.82189,0.98566,0.95954,0.85183,1.0064,0.316743719,0.463529276,0.282982775,0.020838015,0.059585146,0.231362555,-0.009203827
IPI:IPI00915260.1;IPI:IPI00783214.2;IPI:IPI00939644.1;IPI:IPI00431127.3;IPI:IPI00411579.3;IPI:IPI00939345.1,Cyclin-K;Putative uncharacterized protein CCNK,CCNK;CPR4,Isoform 1 of Cyclin-K;Isoform 4 of Cyclin-K;Putative uncharacterized protein CCNK;Isoform 3 of Cyclin-K;41 kDa protein;Isoform 2 of Cyclin-K,O75909-3;O75909;O75909-4;A8MZK4;O75909-1;O75909-2,CCNK_HUMAN;A8MZK4_HUMAN,10,1.64E-145,0,0,0,11,1,1,1,1,0,0,0.8561,NA,NA,NA,NA,NA,NA,0.224148769,NA,NA,NA,NA,NA,NA
IPI:IPI00915400.1,Regulator of differentiation 1,ROD1,Isoform 4 of Regulator of differentiation 1,O95758-4;O95758;B1ALY2,ROD1_HUMAN,20,2.50E-209,NA,NA,NA,0,0,0,6,0,2,2,NA,NA,NA,0.79801,NA,0.99088,0.94467,NA,NA,NA,0.32552127,NA,0.013217744,0.082117652
IPI:IPI00915437.1,,,"ribonuclease H2, subunit B isoform 2",,,8,1.49E-57,0,0,0,0,2,0,0,1,0,2,NA,0.98981,NA,NA,NA,NA,0.88206,NA,0.014776477,NA,NA,NA,NA,0.1810513
IPI:IPI00915808.1,Putative uncharacterized protein GARS,GARS,Putative uncharacterized protein GARS,Q75MN1,Q75MN1_HUMAN,62,0,NA,NA,NA,125,128,54,48,51,122,189,0.94499,0.84248,0.87253,1.03,0.93148,1.0129,0.84841,0.081629032,0.247285657,0.196723359,-0.042644337,0.102403302,-0.018491749,0.237166469
IPI:IPI00465113.2;IPI:IPI00915852.1;IPI:IPI00916247.1,cDNA FLJ78298;Exonuclease 3'-5' domain-containing protein 2;Exonuclease 3'-5' domain-like-containing protein 2,DKFZp686D0959;EXD2;C14orf114;EXDL2,"cDNA FLJ58573, highly similar to Exonuclease 3'-5' domain-like-containing protein 2;Exonuclease 3'-5' domain-containing protein 2",A8K948;B3KP95;B4DIH6;Q6AWB6;Q9NVH0,A8K948_HUMAN;EXD2_HUMAN,11,6.80E-140,0,0,0,5,0,0,2,0,0,0,1.0614,NA,NA,1.1704,NA,NA,NA,-0.085968454,NA,NA,-0.227001675,NA,NA,NA
IPI:IPI00941614.1;IPI:IPI00916299.1;IPI:IPI00743931.3;IPI:IPI00917113.1;IPI:IPI00916488.1;IPI:IPI00917368.1,"Golgi reassembly-stacking protein 2;Golgi reassembly-stacking protein of 55 kDa;p59;Golgi phosphoprotein 6;cDNA FLJ54595, highly similar to Golgi reassembly-stacking protein 2",GORASP2,"Isoform 1 of Golgi reassembly-stacking protein 2;cDNA FLJ54595, highly similar to Golgi reassembly-stacking protein 2;cDNA FLJ59712, highly similar to Golgi reassembly-stacking protein 2",Q9H8Y8-1;Q9H8Y8;B4DNR1;Q53TE3;B4DEI4;Q9H8Y8-2;B4DKT0;B4DQF1,GORS2_HUMAN;B4DEI4_HUMAN,12,1.27E-270,1,0,0,11,16,2,12,3,8,10,1.2521,0.91212,0.72355,0.90726,0.77781,1.191,0.95797,-0.324349789,0.132704455,0.466835379,0.140412041,0.362510312,-0.252173413,0.061947618
IPI:IPI00916626.1;IPI:IPI00383396.9;IPI:IPI00555659.11;IPI:IPI00439694.2;IPI:IPI00918016.1;IPI:IPI00917317.1;IPI:IPI00915836.1;IPI:IPI00917846.1;IPI:IPI00917201.1;IPI:IPI00916599.1;IPI:IPI00916234.1;IPI:IPI00916519.1;IPI:IPI00916342.1;IPI:IPI00916010.1,cDNA FLJ77748;Autophagy-related protein 9A;APG9-like 1,APG9L1;ATG9A;hCG_15583,APG9 autophagy 9-like 1;Isoform 1 of Autophagy-related protein 9A;Isoform 2 of Autophagy-related protein 9A;Isoform 3 of Autophagy-related protein 9A,A8K140;B3KPP7;B4DYN3;Q3ZAQ6;Q7Z3C6-1;Q7Z3C6;Q7Z3C6-2;Q7Z3C6-3,A8K140_HUMAN;ATG9A_HUMAN,9,3.77E-32,1,0,0,7,0,0,7,0,2,2,2.0282,NA,NA,1.3039,NA,2.1993,1.5554,-1.020199923,NA,NA,-0.382833229,NA,-1.137044411,-0.637285644
IPI:IPI00935906.1;IPI:IPI00916757.1;IPI:IPI00872359.1;IPI:IPI00873712.1;IPI:IPI00029485.2;IPI:IPI00917681.1;IPI:IPI00914026.1;IPI:IPI00219114.1;IPI:IPI00917166.1;IPI:IPI00465112.3;IPI:IPI00555695.1;IPI:IPI00917852.1;IPI:IPI00917189.1;IPI:IPI00916359.1;IPI:IPI00917045.1;IPI:IPI00916125.1;IPI:IPI00916478.1,"cDNA FLJ56465, highly similar to Dynactin-1;Putative uncharacterized protein DCTN1;Dynactin subunit 1;150 kDa dynein-associated polypeptide;DAP-150;p150-glued;p135;Putative uncharacterized protein DKFZp686E0752;Putative uncharacterized protein DKFZp686E191",DCTN1;DKFZp686E0752;DKFZp686E191,dynactin 1 isoform 3;137 kDa protein;Putative uncharacterized protein DCTN1;Putative uncharacterized protein DCTN1;Isoform p150 of Dynactin subunit 1;139 kDa protein;dynactin 1 isoform 4;Isoform p135 of Dynactin subunit 1;Putative uncharacterized protein D,B4DM45;A8MY36;A8MWX9;O95654;Q14203-1;Q14203;Q6MZZ3;Q14203-2;Q6IQ37;Q6AWB1;Q6AWB3,B4DM45_HUMAN;A8MY36_HUMAN;A8MWX9_HUMAN;DCTN1_HUMAN;Q6AWB1_HUMAN;Q6AWB3_HUMAN,61,0,0,0,0,84,63,26,38,23,9,25,1.1642,1.077,1.0571,1.0721,1.0396,1.0471,0.98066,-0.219338923,-0.10701825,-0.08011186,-0.100439479,-0.056028539,-0.066399229,0.028175062
IPI:IPI00917064.1;IPI:IPI00917867.1;IPI:IPI00917194.1,"cDNA FLJ55509, highly similar to Particularly interesting newCys-His protein",,"cDNA FLJ55509, highly similar to Particularly interesting newCys-His protein",B7Z907,B7Z907_HUMAN,21,1.43E-192,NA,NA,NA,2,2,0,0,0,0,0,1.0863,0.95845,NA,NA,NA,NA,NA,-0.119422583,0.061224923,NA,NA,NA,NA,NA
IPI:IPI00917607.1;IPI:IPI00337772.4;IPI:IPI00337325.3;IPI:IPI00844515.2;IPI:IPI00940552.1;IPI:IPI00941941.1,"cDNA FLJ53429, highly similar to Hyaluronan mediated motility receptor;Hyaluronan-mediated motility receptor (RHAMM);Hyaluronan mediated motility receptor;Intracellular hyaluronic acid-binding protein;Receptor for hyaluronan-mediated motility;cDNA FLJ53375, highly similar to Hyaluronan mediated motility receptor",HMMR;IHABP;RHAMM,"hyaluronan-mediated motility receptor isoform d;hyaluronan-mediated motility receptor isoform a;Isoform A of Hyaluronan mediated motility receptor;hyaluronan-mediated motility receptor isoform c;74 kDa protein;cDNA FLJ53375, highly similar to Hyaluronan me",B4E114;Q32N02;Q6PIR6;O75330-1;O75330;A8K3G2;O75330-2;B9UCQ3;Q05D84;Q05DM0;Q6NSC0;Q6PG44;B4DZK6,B4E114_HUMAN;Q32N02_HUMAN;HMMR_HUMAN;B4DZK6_HUMAN,9,8.74E-17,1,0,0,2,0,0,0,0,0,0,1.5569,NA,NA,NA,NA,NA,NA,-0.638676283,NA,NA,NA,NA,NA,NA
IPI:IPI00917650.2;IPI:IPI00925924.1;IPI:IPI00915811.1;IPI:IPI00642022.1;IPI:IPI00186307.5;IPI:IPI00927149.1,Protein FAM38A;Membrane protein induced by beta-amyloid treatment,FAM38A;KIAA0233,"family with sequence similarity 38, member A;Protein FAM38A;133 kDa protein",Q92508,FA38A_HUMAN,10,6.85E-50,1,0,0,5,1,1,3,0,0,0,1.2034,NA,NA,1.0176,NA,NA,NA,-0.267116262,NA,NA,-0.025170576,NA,NA,NA
IPI:IPI00917671.1;IPI:IPI00943756.1;IPI:IPI00927804.2;IPI:IPI00784299.1;IPI:IPI00926441.1,"WD repeat-containing protein 81;cDNA FLJ46056 fis, clone SYNOV4009575, highly similar to WD repeat protein 81",WDR81,WD repeat domain 81 isoform 1;Isoform 1 of WD repeat-containing protein 81;WD repeat domain 81 isoform 3,Q562E7-1;Q562E7;B3KW16;Q8TEL1;B3KXU1;B7Z579,WDR81_HUMAN;B3KXU1_HUMAN,6,2.96E-08,0,0,0,1,1,0,4,0,0,0,NA,NA,NA,0.68738,NA,NA,NA,NA,NA,NA,0.540820219,NA,NA,NA
IPI:IPI00917683.1;IPI:IPI00303105.3;IPI:IPI00917981.1;IPI:IPI00477045.1;IPI:IPI00916532.1;IPI:IPI00917832.1;IPI:IPI00917294.1;IPI:IPI00418254.3,"Putative uncharacterized protein SUMO1;Small ubiquitin-related modifier 1;Sentrin;Ubiquitin-like protein SMT3C;SMT3 homolog 3;Ubiquitin-homology domain protein PIC1;Ubiquitin-like protein UBL1;GAP-modifying protein 1;SMT3 suppressor of mif two 3 homolog 1 (Yeast), isoform CRA_c",SUMO1;SMT3C;SMT3H3;UBL1;OK/SW-cl.43,"Putative uncharacterized protein SUMO1;Small ubiquitin-related modifier 1;Putative uncharacterized protein SUMO1;SMT3 suppressor of mif two 3 homolog 1 isoform b precursor;SMT3 suppressor of mif two 3 homolog 1 (Yeast), isoform CRA_b;Putative uncharacteriz",B8ZZN6;P63165;B2R4I5;B9A032;B8ZZU4;A8MUS8;B8ZZ67;B8ZZJ0,B8ZZN6_HUMAN;SUMO1_HUMAN;B9A032_HUMAN;B8ZZU4_HUMAN;A8MUS8_HUMAN;B8ZZJ0_HUMAN,6,1.17E-31,0,0,0,21,7,4,2,8,6,10,0.97207,1.0834,1.2088,1.2122,1.5052,0.96657,1.1261,0.040867887,-0.115565996,-0.273575566,-0.277627748,-0.589955195,0.049053877,-0.171334947
IPI:IPI00917916.1;IPI:IPI00783908.3;IPI:IPI00915877.1,FLJ00327 protein,FLJ00327,44 kDa protein;FLJ00327 protein (Fragment),Q8NF60,Q8NF60_HUMAN,6,3.91E-98,NA,NA,NA,4,0,0,0,0,0,2,1.1543,NA,NA,NA,NA,NA,1.0969,-0.207018226,NA,NA,NA,NA,NA,-0.133432007
IPI:IPI00921184.1;IPI:IPI00440145.1;IPI:IPI00247096.8;IPI:IPI00744123.2;IPI:IPI00879803.1;IPI:IPI00645913.1;IPI:IPI00879292.1,,,"Zinc finger, PHD-type domain containing protein",,,7,2.36E-17,NA,NA,NA,2,0,1,0,0,0,0,1.0605,NA,NA,NA,NA,NA,NA,-0.084744621,NA,NA,NA,NA,NA,NA
IPI:IPI00921274.1,,,myosin regulatory light chain MRCL2 isoform B,,,15,0,0,0,0,34,15,4,32,11,56,82,1.3732,1.314,1.2799,1.1729,1.1526,1.1819,1.1848,-0.457541762,-0.393965276,-0.356031095,-0.230080016,-0.204891925,-0.241107975,-0.244643546
IPI:IPI00921427.1,,,"Similar to HLA class I histocompatibility antigen, A-3 alpha chain precursor",,,2,4.63E-37,NA,NA,NA,3,2,0,4,0,0,6,1.0374,1.0316,NA,1.0069,NA,NA,1.067,-0.052972275,-0.044883678,NA,-0.00992041,NA,NA,-0.093560176
IPI:IPI00922108.1;IPI:IPI00027505.2;IPI:IPI00555991.2;IPI:IPI00927691.1,"cDNA FLJ51414, highly similar to Integrin alpha-V;Integrin alpha-V;Vitronectin receptor subunit alpha;Integrin alpha-V heavy chain;Integrin alpha-V light chain",ITGAV;MSK8;VNRA,integrin alpha-V isoform 2;Isoform 1 of Integrin alpha-V;Isoform 2 of Integrin alpha-V,B7Z883;P06756-1;P06756;A5YM53;B0LPF4;B4DYQ7;B7ZLX0;P06756-2,B7Z883_HUMAN;ITAV_HUMAN,43,0,0,1,1,47,23,3,21,9,3,9,1.1476,1.2078,0.96337,1.2145,1.1258,1.2191,1.1469,-0.198619873,-0.272381578,0.053838097,-0.28036249,-0.170950553,-0.285816472,-0.197739606
IPI:IPI00922376.1,"cDNA FLJ58750, highly similar to Carnitine O-palmitoyltransferase I, muscle isoform (EC 2.3.1.21)",,carnitine palmitoyltransferase 1B isoform d,B7Z5T8,B7Z5T8_HUMAN,2,6.50E-14,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,1.1723,NA,NA,NA,NA,NA,NA,-0.229341813,NA,NA,NA
IPI:IPI00922513.1;IPI:IPI00792046.1;IPI:IPI00793212.1,"cDNA FLJ57872, highly similar to Mevalonate kinase (EC 2.7.1.36);Mevalonate kinase (Mevalonic aciduria), isoform CRA_a",MVK;hCG_40321,"cDNA FLJ57879, highly similar to Mevalonate kinase;12 kDa protein",B7Z1C2;B7Z301,B7Z1C2_HUMAN,6,2.38E-18,NA,NA,NA,3,0,0,3,0,0,0,1.2635,NA,NA,1.2557,NA,NA,NA,-0.337425664,NA,NA,-0.32849183,NA,NA,NA
IPI:IPI00923547.1,60 kDa chaperonin,HSPD1,60 kDa chaperonin (Fragment),B9VP24,B9VP24_HUMAN,16,1.25E-118,NA,NA,NA,2,8,0,4,0,1,3,0.87436,0.8488,NA,1.0577,NA,NA,0.74613,0.193700692,0.236503439,NA,-0.080930488,NA,NA,0.422501078
IPI:IPI00924479.1,,,11 kDa protein,,,4,9.92E-08,NA,NA,NA,4,0,0,6,2,3,2,0.75574,NA,NA,0.95785,0.9897,1.1032,0.97,0.404038111,NA,NA,0.062128348,0.014936816,-0.141694362,0.043943348
